ts_code,name,market,list_date,m_fee,c_fee,issue_amount,benchmark,invest_type,industry,cleaned_benchmark_name,benchmark_code
023506.OF,兴银中证港股通科技联接C,O,,0.5,0.1,0.1267,中证港股通科技指数(经估值汇率调整)收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证港股通科技指数(经估值汇率调整),
023481.OF,万家中证港股通创新药联接A,O,,0.5,0.1,0.0613,中证港股通创新药指数收益率(经估值汇率调整)*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证港股通创新药指数(经估值汇率调整),
023482.OF,万家中证港股通创新药联接C,O,,0.5,0.1,0.0761,中证港股通创新药指数收益率(经估值汇率调整)*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证港股通创新药指数(经估值汇率调整),
023076.OF,鹏华上证科创板新能源联接C,O,,0.5,0.1,0.0325,上证科创板新能源指数收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,上证科创板新能源指数,
023075.OF,鹏华上证科创板新能源联接A,O,,0.5,0.1,0.122,上证科创板新能源指数收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,上证科创板新能源指数,
023598.OF,景顺长城中证港股通创新药联接C,O,,0.5,0.1,0.0439,中证港股通创新药指数收益率(使用估值汇率调整)*95%+人民币活期存款利率(税后)*5%,被动指数型,医疗,中证港股通创新药指数(使用估值汇率调整),
023597.OF,景顺长城中证港股通创新药联接A,O,,0.5,0.1,0.1313,中证港股通创新药指数收益率(使用估值汇率调整)*95%+人民币活期存款利率(税后)*5%,被动指数型,医疗,中证港股通创新药指数(使用估值汇率调整),
021788.OF,华安中证全指计算机指数A,O,,0.5,0.1,0.1779,中证全指计算机指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,科技,中证全指计算机指数,
021789.OF,华安中证全指计算机指数C,O,,0.5,0.1,0.3383,中证全指计算机指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,科技,中证全指计算机指数,
021938.OF,华安半导体产业C,O,,1.2,0.2,0.0039,中证全指半导体产品与设备指数收益率*75%+中证港股通综合指数收益率*15%+中债综合全价指数收益率*10%,股票型,科技,中证全指半导体产品与设备指数,
021937.OF,华安半导体产业A,O,,1.2,0.2,0.1026,中证全指半导体产品与设备指数收益率*75%+中证港股通综合指数收益率*15%+中债综合全价指数收益率*10%,股票型,科技,中证全指半导体产品与设备指数,
023592.OF,中信保诚中证800医药E,O,,1.0,0.2,,中证800制药与生物科技指数收益率*95%+金融同业存款利率*5%,被动指数型,医疗,中证800制药与生物科技指数,
023243.OF,中欧恒生消费指数C,O,,0.5,0.1,18.3252,经估值汇率调整后的恒生消费指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,消费,经估值汇率调整后的恒生消费指数,
023242.OF,中欧恒生消费指数A,O,,0.5,0.1,0.6495,经估值汇率调整后的恒生消费指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,消费,经估值汇率调整后的恒生消费指数,
023452.OF,中欧信息科技C,O,,1.2,0.2,0.0505,中证TMT产业主题指数收益率*80%+中证港股通TMT主题指数(人民币)收益率*10%+银行活期存款利率(税后)*10%,混合型,科技,中证TMT产业主题指数,
023451.OF,中欧信息科技A,O,,1.2,0.2,0.1935,中证TMT产业主题指数收益率*80%+中证港股通TMT主题指数(人民币)收益率*10%+银行活期存款利率(税后)*10%,混合型,科技,中证TMT产业主题指数,
022803.OF,西部利得消费精选C,O,,1.2,0.2,3.2337,中证内地消费主题指数收益率*60%+中证港股通大消费主题指数收益率*20%+中债综合全价指数收益率*20%,混合型,消费,中证内地消费主题指数,
022081.OF,景顺长城医疗产业A,O,,1.2,0.2,0.1012,中证医药卫生指数收益率*75%+中证综合债指数收益率*15%+中证港股通医药卫生综合指数收益率(使用估值汇率折算)*10%,股票型,医疗,中证医药卫生指数,
022802.OF,西部利得消费精选A,O,,1.2,0.2,0.3298,中证内地消费主题指数收益率*60%+中证港股通大消费主题指数收益率*20%+中债综合全价指数收益率*20%,混合型,消费,中证内地消费主题指数,
022082.OF,景顺长城医疗产业C,O,,1.2,0.2,0.0004,中证医药卫生指数收益率*75%+中证综合债指数收益率*15%+中证港股通医药卫生综合指数收益率(使用估值汇率折算)*10%,股票型,医疗,中证医药卫生指数,
022726.OF,博时上证科创板芯片联接C,O,,0.5,0.1,0.1165,上证科创板芯片指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,上证科创板芯片指数,000685.SH
022725.OF,博时上证科创板芯片联接A,O,,0.5,0.1,0.1136,上证科创板芯片指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,上证科创板芯片指数,000685.SH
004371.OF,景顺长城中证科技传媒通信150ETF联接C,O,,0.5,0.1,,中证科技传媒通信150指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证科技传媒通信150指数,
023034.OF,中欧恒生科技指数A,O,,0.5,0.1,0.1286,恒生科技指数收益率(经汇率调整后)*95%+银行活期存款利率(税后)*5%,被动指数型,科技,恒生科技指数(经汇率调整后),
023035.OF,中欧恒生科技指数C,O,,0.5,0.1,0.4038,恒生科技指数收益率(经汇率调整后)*95%+银行活期存款利率(税后)*5%,被动指数型,科技,恒生科技指数(经汇率调整后),
023096.OF,中邮消费升级C,O,,1.2,0.2,,中证消费指数收益率*60%+上证国债指数收益率*40%,灵活配置型,消费,中证消费指数,
023021.OF,中邮信息产业C,O,,1.2,0.2,,中证信息技术指数*60%+上证国债指数*40%,灵活配置型,科技,中证信息技术指数,
023098.OF,安信消费医药主题C,O,,1.2,0.2,,中证800指数收益率*90%+上证国债指数收益率*10%,股票型,医疗,中证800指数,
022704.OF,银河科技成长A,O,,1.2,0.2,0.09,中国战略新兴产业成份指数收益率*60%+中债新综合指数(全价)收益率*30%+中证港股通综合指数收益率*10%,混合型,科技,中国战略新兴产业成份指数,
022029.OF,京管泰富科技驱动C,O,,1.2,0.2,0.4269,中国战略新兴产业成份指数收益率*70%+中债新综合全价(总值)指数收益率*30%,混合型,科技,中国战略新兴产业成份指数,
022028.OF,京管泰富科技驱动A,O,,1.2,0.2,0.6207,中国战略新兴产业成份指数收益率*70%+中债新综合全价(总值)指数收益率*30%,混合型,科技,中国战略新兴产业成份指数,
022705.OF,银河科技成长C,O,,1.2,0.2,0.01,中国战略新兴产业成份指数收益率*60%+中债新综合指数(全价)收益率*30%+中证港股通综合指数收益率*10%,混合型,科技,中国战略新兴产业成份指数,
023103.OF,圆信永丰医药健康C,O,,1.2,0.2,,中证医药卫生指数收益率*65%+上证国债指数收益率*35%,混合型,医疗,中证医药卫生指数,
022691.OF,华安医药生物C,O,,1.2,0.2,0.0396,中证生物医药指数收益率*75%+恒生港股通药品及生物技术(可投资)指数收益率*15%+中债综合全价指数收益率*10%,股票型,医疗,中证生物医药指数,
022690.OF,华安医药生物A,O,,1.2,0.2,0.143,中证生物医药指数收益率*75%+恒生港股通药品及生物技术(可投资)指数收益率*15%+中债综合全价指数收益率*10%,股票型,医疗,中证生物医药指数,
021502.OF,信澳科技驱动C,O,,1.2,0.2,1.4175,中证科技100指数收益率*90%+中证香港科技指数收益率*5%+银行活期存款利率(税后)*5%,混合型,科技,中证科技100指数,
021501.OF,信澳科技驱动A,O,,1.2,0.2,1.1749,中证科技100指数收益率*90%+中证香港科技指数收益率*5%+银行活期存款利率(税后)*5%,混合型,科技,中证科技100指数,
022884.OF,鹏华中证港股通科技联接I,O,,0.45,0.1,,中证港股通科技指数收益率(经估值汇率调整)*95%+银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证港股通科技指数(经估值汇率调整),
022863.OF,鹏华国证半导体芯片ETF联接I,O,,0.5,0.1,,国证半导体芯片指数收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,国证半导体芯片指数,
022844.OF,鹏华中证港股通医药卫生综合联接I,O,,0.5,0.1,,中证港股通医药卫生综合指数收益率(经估值汇率调整)*95%+银行人民币活期存款利率(税后)*5%,被动指数型,医疗,中证港股通医药卫生综合指数(经估值汇率调整),
022834.OF,鹏华中证沪港深科技龙头I,O,,0.6,0.15,,中证沪港深科技龙头指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证沪港深科技龙头指数,
022644.OF,中欧国证消费电子主题指数C,O,,0.5,0.1,0.0464,国证消费电子主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,消费,国证消费电子主题指数,
022643.OF,中欧国证消费电子主题指数A,O,,0.5,0.1,0.119,国证消费电子主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,消费,国证消费电子主题指数,
022739.OF,申万菱信新能源汽车C,O,,1.2,0.2,,中证新能源汽车指数收益率*50%+中证综合债指数收益率*50%,灵活配置型,科技,中证新能源汽车指数,
022794.OF,鹏华国证疫苗与生物科技联接I,O,,0.5,0.1,,国证疫苗与生物科技指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,医疗,国证疫苗与生物科技指数,
022793.OF,鹏华中证港股通消费主题联接I,O,,0.5,0.1,,中证港股通消费主题指数收益率(经估值汇率调整)*95%+活期存款利率(税后)*5%,被动指数型,消费,中证港股通消费主题指数(经估值汇率调整),
022681.OF,华泰柏瑞中韩半导体联接I,O,,0.5,0.1,,中证韩交所中韩半导体指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证韩交所中韩半导体指数,
022384.OF,华夏中证信息技术应用创新产业联接A,O,,0.5,0.1,0.1097,中证信息技术应用创新产业指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,科技,中证信息技术应用创新产业指数,
022385.OF,华夏中证信息技术应用创新产业联接C,O,,0.5,0.1,0.0862,中证信息技术应用创新产业指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,科技,中证信息技术应用创新产业指数,
021894.OF,易方达中证半导体材料设备主题联接C,O,,0.5,0.1,3.2293,中证半导体材料设备主题指数收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,中证半导体材料设备主题指数,
021893.OF,易方达中证半导体材料设备主题联接A,O,,0.5,0.1,2.3624,中证半导体材料设备主题指数收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,中证半导体材料设备主题指数,
022680.OF,华泰柏瑞南方东英恒生科技联接I,O,,0.2,0.1,,恒生科技指数收益率(使用估值汇率折算)*95%+银行活期存款利率(税后)*5%,被动指数型,科技,恒生科技指数(使用估值汇率折算),
021627.OF,华富半导体产业C,O,,1.2,0.2,0.0252,中证全指半导体产品与设备指数收益率*90%+恒生指数收益率(使用估值汇率调整)*5%+中债综合指数(全价)收益率*5%,混合型,科技,中证全指半导体产品与设备指数,
021626.OF,华富半导体产业A,O,,1.2,0.2,0.1348,中证全指半导体产品与设备指数收益率*90%+恒生指数收益率(使用估值汇率调整)*5%+中债综合指数(全价)收益率*5%,混合型,科技,中证全指半导体产品与设备指数,
022482.OF,国泰中证新能源汽车ETF联接E,O,,0.5,0.1,,中证新能源汽车指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证新能源汽车指数,
022500.OF,国泰中证全指通信设备ETF联接E,O,,0.5,0.1,,中证全指通信设备指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证全指通信设备指数,
022498.OF,国泰中证生物医药ETF联接E,O,,0.5,0.1,,中证生物医药指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证生物医药指数,
022541.OF,国泰中证计算机主题ETF联接E,O,,0.5,0.1,,中证计算机主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证计算机主题指数,
021659.OF,华安恒生生物科技指数C,O,,0.5,0.15,0.002,恒生生物科技指数收益率(经汇率调整)*95%+商业银行活期存款利率(税后)*5%,被动指数型,医疗,恒生生物科技指数(经汇率调整),
021658.OF,华安恒生生物科技指数A,O,,0.5,0.15,0.1484,恒生生物科技指数收益率(经汇率调整)*95%+商业银行活期存款利率(税后)*5%,被动指数型,医疗,恒生生物科技指数(经汇率调整),
022647.OF,华安恒生科技联接I,O,,0.5,0.1,,恒生科技指数收益率(经汇率调整)*95%+商业银行活期存款利率(税后)*5%,被动指数型,科技,恒生科技指数(经汇率调整),
021891.OF,融通中证港股通科技指数A,O,,0.5,0.1,0.8973,中证港股通科技指数(人民币)收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证港股通科技指数(人民币),
021892.OF,融通中证港股通科技指数C,O,,0.5,0.1,3.0303,中证港股通科技指数(人民币)收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证港股通科技指数(人民币),
022497.OF,国泰CES半导体芯片行业ETF联接E,O,,0.5,0.1,,中华交易服务半导体芯片行业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中华交易服务半导体芯片行业指数,
022558.OF,天弘中证医药指数增强E,O,,0.6,0.1,,中证医药主题指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,医疗,中证医药主题指数,
022590.OF,中信保诚幸福消费C,O,,1.2,0.2,,中证内地消费主题指数收益率*60%+中证港股通大消费主题指数收益率*20%+中证综合债指数收益率*20%,混合型,消费,中证内地消费主题指数,
022544.OF,天弘中证科技100指数增强E,O,,0.6,0.1,,中证科技100指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,科技,中证科技100指数,
021469.OF,华安中证全指医疗器械指数A,O,,0.5,0.1,0.1167,中证全指医疗器械指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,医疗,中证全指医疗器械指数,
021470.OF,华安中证全指医疗器械指数C,O,,0.5,0.1,0.0045,中证全指医疗器械指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,医疗,中证全指医疗器械指数,
022545.OF,天弘国证消费100指数增强E,O,,0.6,0.1,,国证消费100指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,消费,国证消费100指数,
022365.OF,永赢科技智选C,O,,1.2,0.18,0.0032,中国战略新兴产业成份指数收益率*70%+中债-综合指数(全价)收益率*20%+恒生科技指数收益率(按估值汇率折算)*10%,混合型,科技,中国战略新兴产业成份指数,
022364.OF,永赢科技智选A,O,,1.2,0.18,0.1,中国战略新兴产业成份指数收益率*70%+中债-综合指数(全价)收益率*20%+恒生科技指数收益率(按估值汇率折算)*10%,混合型,科技,中国战略新兴产业成份指数,
022287.OF,长城医药产业精选C,O,,1.2,0.2,0.0107,中证医药卫生指数收益率*70%+中债综合财富指数收益率*20%+中证港股通医药卫生综合指数收益率(人民币)*10%,混合型,医疗,中证医药卫生指数,
021988.OF,银河中证通信设备主题指数A,O,,0.5,0.1,0.09,中证通信设备主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证通信设备主题指数,
021292.OF,鹏华国证疫苗与生物科技联接A,O,,0.5,0.1,0.1012,国证疫苗与生物科技指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,医疗,国证疫苗与生物科技指数,
021293.OF,鹏华国证疫苗与生物科技联接C,O,,0.5,0.1,0.0001,国证疫苗与生物科技指数收益率*95%+银行人民币活期存款利率(税后)*5%,被动指数型,医疗,国证疫苗与生物科技指数,
021989.OF,银河中证通信设备主题指数C,O,,0.5,0.1,0.01,中证通信设备主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证通信设备主题指数,
022286.OF,长城医药产业精选A,O,,1.2,0.2,0.0917,中证医药卫生指数收益率*70%+中债综合财富指数收益率*20%+中证港股通医药卫生综合指数收益率(人民币)*10%,混合型,医疗,中证医药卫生指数,
022178.OF,东财中证食品饮料指数增强E,O,,1.2,0.1,,中证食品饮料指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,消费,中证食品饮料指数,
021471.OF,华夏中证全指信息技术联接A,O,,0.5,0.1,0.327,中证全指信息技术指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,科技,中证全指信息技术指数,
021472.OF,华夏中证全指信息技术联接C,O,,0.5,0.1,0.043,中证全指信息技术指数收益率*95%+人民币活期存款利率(税后)*5%,被动指数型,科技,中证全指信息技术指数,
021963.OF,天弘国证新能源电池指数A,O,,0.15,0.05,0.0597,国证新能源电池指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,国证新能源电池指数,
022302.OF,安信医药创新C,O,,1.2,0.2,0.1,中证沪港深创新药产业指数收益率*80%+中债综合全价指数收益率*20%,股票型,医疗,中证沪港深创新药产业指数,
021964.OF,天弘国证新能源电池指数C,O,,0.15,0.05,0.0593,国证新能源电池指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,国证新能源电池指数,
022301.OF,安信医药创新A,O,,1.2,0.2,0.0051,中证沪港深创新药产业指数收益率*80%+中债综合全价指数收益率*20%,股票型,医疗,中证沪港深创新药产业指数,
021253.OF,华安中证信息技术应用创新产业指数C,O,,0.5,0.1,0.01,中证信息技术应用创新产业指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,科技,中证信息技术应用创新产业指数,
021252.OF,华安中证信息技术应用创新产业指数A,O,,0.5,0.1,0.09,中证信息技术应用创新产业指数收益率*95%+商业银行活期存款利率(税后)*5%,被动指数型,科技,中证信息技术应用创新产业指数,
022122.OF,国泰君安中证香港科技指数C,O,,0.5,0.15,0.05,中证香港科技指数收益率*95%+同期银行活期存款利率(税后)*5%,被动指数型,科技,中证香港科技指数,
022121.OF,国泰君安中证香港科技指数A,O,,0.5,0.15,0.0501,中证香港科技指数收益率*95%+同期银行活期存款利率(税后)*5%,被动指数型,科技,中证香港科技指数,
022106.OF,广发中证全指信息技术ETF联接F,O,,0.5,0.1,,中证全指信息技术指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证全指信息技术指数,
022252.OF,中邮健康文娱C,O,,1.2,0.2,,上证国债指数收益率*40%+中证医药100指数收益率*30%+中证文体指数收益率*30%,灵活配置型,医疗,上证国债指数,
022223.OF,泉果消费机遇,O,,1.2,0.2,0.1,中证内地消费主题指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合全价指数收益率*20%,混合型,消费,中证内地消费主题指数,
022104.OF,广发中证创新药产业ETF联接F,O,,0.5,0.1,,中证创新药产业指数收益率*95%+活期存款利率(税后)*5%,被动指数型,医疗,中证创新药产业指数,
021760.OF,中欧中证港股通创新药指数C,O,,0.5,0.1,0.0,中证港股通创新药指数收益率(经估值汇率调整后)*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证港股通创新药指数(经估值汇率调整后),
021759.OF,中欧中证港股通创新药指数A,O,,0.5,0.1,0.1001,中证港股通创新药指数收益率(经估值汇率调整后)*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证港股通创新药指数(经估值汇率调整后),
022177.OF,东财国证消费电子主题指数增强E,O,,1.2,0.1,,国证消费电子主题指数收益率*95%+银行活期存款利率(税后)*5%,增强指数型,消费,国证消费电子主题指数,
020976.OF,万家科技量化选股C,O,,1.2,0.2,0.196,中证科技50策略指数收益率*85%+中债新综合全价(总值)指数收益率*10%+恒生科技指数收益率*5%,混合型,科技,中证科技50策略指数,
020975.OF,万家科技量化选股A,O,,1.2,0.2,0.3501,中证科技50策略指数收益率*85%+中债新综合全价(总值)指数收益率*10%+恒生科技指数收益率*5%,混合型,科技,中证科技50策略指数,
022184.OF,富国全球科技互联网C,O,,1.2,0.2,,中证海外中国互联网指数收益率*80%+中证互联网指数收益率*10%+中债综合全价指数收益率*10%,股票型,科技,中证海外中国互联网指数,
022170.OF,富国全球消费精选E人民币,O,,1.2,0.2,,中证香港上市可交易内地消费指数收益率*40%+中证内地消费主题指数收益率*40%+中证全球消费主题50指数收益率*15%+人民币活期存款利率(税后)*5%,混合型,消费,中证香港上市可交易内地消费指数,
020559.OF,工银健康产业C,O,,0.8,0.2,3.4943,中证健康产业指数收益率*60%+中债综合财富(总值)指数收益率*25%+中证港股通医药卫生综合指数收益率(经汇率调整)*15%,混合型,医疗,中证健康产业指数,
020558.OF,工银健康产业A,O,,0.8,0.2,0.0111,中证健康产业指数收益率*60%+中债综合财富(总值)指数收益率*25%+中证港股通医药卫生综合指数收益率(经汇率调整)*15%,混合型,医疗,中证健康产业指数,
022038.OF,兴银数字经济智选A,O,,1.2,0.2,0.1,中证数字经济主题指数收益率*70%+中债综合全价(总值)指数收益率*20%+中证港股通科技指数收益率*10%,混合型,科技,中证数字经济主题指数,
022039.OF,兴银数字经济智选C,O,,1.2,0.2,0.0,中证数字经济主题指数收益率*70%+中债综合全价(总值)指数收益率*20%+中证港股通科技指数收益率*10%,混合型,科技,中证数字经济主题指数,
022005.OF,广发恒生科技联接F,O,,0.5,0.1,,人民币计价的恒生科技指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,人民币计价的恒生科技指数,
021945.OF,广发国证半导体芯片ETF联接F,O,,0.5,0.1,,国证半导体芯片指数收益率*95%+活期存款利率(税后)*5%,被动指数型,科技,国证半导体芯片指数,
020779.OF,湘财新能源量化选股A,O,,1.2,0.2,0.1067,中证新能源指数收益率*75%+中债新综合财富指数收益率*25%,混合型,科技,中证新能源指数,
020780.OF,湘财新能源量化选股C,O,,1.2,0.2,1.9763,中证新能源指数收益率*75%+中债新综合财富指数收益率*25%,混合型,科技,中证新能源指数,
020831.OF,东兴医药生物量化选股C,O,,1.2,0.2,2.3587,中证全指医药卫生指数收益率*80%+上证国债指数收益率*20%,混合型,医疗,中证全指医药卫生指数,
020830.OF,东兴医药生物量化选股A,O,,1.2,0.2,0.0707,中证全指医药卫生指数收益率*80%+上证国债指数收益率*20%,混合型,医疗,中证全指医药卫生指数,
021205.OF,华夏医药量化选股C,O,,1.0,0.2,1.4829,中证医药卫生指数收益率*85%+银行活期存款利率(税后)*10%+恒生医疗保健指数收益率(使用估值汇率折算)*5%,混合型,医疗,中证医药卫生指数,
021204.OF,华夏医药量化选股A,O,,1.0,0.2,0.5889,中证医药卫生指数收益率*85%+银行活期存款利率(税后)*10%+恒生医疗保健指数收益率(使用估值汇率折算)*5%,混合型,医疗,中证医药卫生指数,
020420.OF,鹏华科技驱动C,O,,1.2,0.2,0.0003,中证科技100指数收益率*70%+中债综合财富(总值)指数收益率*20%+恒生指数收益率(经汇率估值调整)*10%,混合型,科技,中证科技100指数,
022085.OF,富国中证科技50策略ETF联接E,O,,0.5,0.1,,中证科技50策略指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证科技50策略指数,
020419.OF,鹏华科技驱动A,O,,1.2,0.2,0.1004,中证科技100指数收益率*70%+中债综合财富(总值)指数收益率*20%+恒生指数收益率(经汇率估值调整)*10%,混合型,科技,中证科技100指数,
021224.OF,华宝上证科创板芯片指数A,O,,0.3,0.08,0.6743,上证科创板芯片指数收益率*95%+人民币银行活期存款利率(税后)*5%,被动指数型,科技,上证科创板芯片指数,000685.SH
021225.OF,华宝上证科创板芯片指数C,O,,0.3,0.08,0.2435,上证科创板芯片指数收益率*95%+人民币银行活期存款利率(税后)*5%,被动指数型,科技,上证科创板芯片指数,000685.SH
021987.OF,国泰君安创新医药C,O,,1.2,0.2,,中证医药卫生指数收益率*65%+中债总指数收益率*20%+中证港股通医药卫生综合指数收益率*15%,混合型,医疗,中证医药卫生指数,
022050.OF,富国中证医药50ETF联接E,O,,0.5,0.1,,中证医药50指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证医药50指数,
022055.OF,富国中证消费50ETF联接E,O,,0.5,0.1,,中证消费50指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,消费,中证消费50指数,
020966.OF,东吴科技创新A,O,,1.2,0.2,0.9292,中国战略新兴产业成份指数收益率*70%+中债综合指数(全价)收益率*20%+恒生指数收益率*10%,混合型,科技,中国战略新兴产业成份指数,
020967.OF,东吴科技创新C,O,,1.2,0.2,2.4342,中国战略新兴产业成份指数收益率*70%+中债综合指数(全价)收益率*20%+恒生指数收益率*10%,混合型,科技,中国战略新兴产业成份指数,
021934.OF,富国中证通信设备主题联接C,O,,0.5,0.1,0.0002,中证通信设备主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证通信设备主题指数,
021933.OF,富国中证通信设备主题联接A,O,,0.5,0.1,0.1001,中证通信设备主题指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证通信设备主题指数,
021715.OF,中欧中证全指医疗保健设备与服务指数C,O,,0.5,0.1,0.0006,中证全指医疗保健设备与服务指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证全指医疗保健设备与服务指数,
021714.OF,中欧中证全指医疗保健设备与服务指数A,O,,0.5,0.1,0.1003,中证全指医疗保健设备与服务指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证全指医疗保健设备与服务指数,
021634.OF,招商中证香港科技联接C,O,,0.5,0.15,0.0004,中证香港科技指数收益率(经估值汇率调整后)*95%+中国人民银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证香港科技指数(经估值汇率调整后),
021088.OF,鹏华中证港股通医药卫生综合联接A,O,,0.5,0.1,0.1155,中证港股通医药卫生综合指数收益率(经估值汇率调整)*95%+银行人民币活期存款利率(税后)*5%,被动指数型,医疗,中证港股通医药卫生综合指数(经估值汇率调整),
021089.OF,鹏华中证港股通医药卫生综合联接C,O,,0.5,0.1,0.0247,中证港股通医药卫生综合指数收益率(经估值汇率调整)*95%+银行人民币活期存款利率(税后)*5%,被动指数型,医疗,中证港股通医药卫生综合指数(经估值汇率调整),
021633.OF,招商中证香港科技联接A,O,,0.5,0.15,0.1003,中证香港科技指数收益率(经估值汇率调整后)*95%+中国人民银行人民币活期存款利率(税后)*5%,被动指数型,科技,中证香港科技指数(经估值汇率调整后),
021842.OF,国富全球科技互联人民币C,O,,1.2,0.2,,MSCI全球信息科技指数收益率*40%+中证海外中国互联网指数收益率*40%+人民币活期存款利率(税后)*20%,混合型,科技,MSCI全球信息科技指数,
021843.OF,国富全球科技互联美元现汇C,O,,1.2,0.2,,MSCI全球信息科技指数收益率*40%+中证海外中国互联网指数收益率*40%+人民币活期存款利率(税后)*20%,混合型,科技,MSCI全球信息科技指数,
021654.OF,南方中证全指计算机联接C,O,,0.5,0.1,0.0003,中证全指计算机指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证全指计算机指数,
021511.OF,宏利半导体产业C,O,,1.2,0.2,0.0007,中证全指半导体产品与设备指数收益率*80%+中债综合财富(总值)指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,混合型,科技,中证全指半导体产品与设备指数,
021653.OF,南方中证全指计算机联接A,O,,0.5,0.1,0.101,中证全指计算机指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证全指计算机指数,
021510.OF,宏利半导体产业A,O,,1.2,0.2,0.1025,中证全指半导体产品与设备指数收益率*80%+中债综合财富(总值)指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,混合型,科技,中证全指半导体产品与设备指数,
021870.OF,嘉实上证科创板芯片联接I,O,,0.5,0.1,,上证科创板芯片指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,上证科创板芯片指数,000685.SH
021879.OF,嘉实中证主要消费ETF联接I,O,,0.5,0.1,,中证主要消费指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,消费,中证主要消费指数,
021880.OF,嘉实中证医药健康100策略ETF联接I,O,,0.5,0.1,,中证医药健康100策略指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,医疗,中证医药健康100策略指数,
021719.OF,华泰紫金中证半导体产业指数C,O,,0.5,0.1,0.0021,中证半导体产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证半导体产业指数,
021718.OF,华泰紫金中证半导体产业指数A,O,,0.5,0.1,0.1002,中证半导体产业指数收益率*95%+银行活期存款利率(税后)*5%,被动指数型,科技,中证半导体产业指数,
